center,left,right,steering,throttle,brake,speed
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_32_823.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_32_823.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_32_823.jpg,0,1,0,30.1903
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_32_905.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_32_905.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_32_905.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_32_990.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_32_990.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_32_990.jpg,0,1,0,30.19038
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_074.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_074.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_074.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_160.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_160.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_160.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_244.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_244.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_244.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_329.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_329.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_329.jpg,0,1,0,30.1903
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_419.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_419.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_419.jpg,0,1,0,30.1903
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_502.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_502.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_502.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_586.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_586.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_586.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_670.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_670.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_670.jpg,0,1,0,30.19032
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_756.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_756.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_756.jpg,0,1,0,30.19031
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_843.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_843.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_843.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_33_927.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_33_927.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_33_927.jpg,0,1,0,30.19027
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_013.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_013.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_013.jpg,0,1,0,30.19031
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_097.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_097.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_097.jpg,0,1,0,30.19032
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_181.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_181.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_181.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_271.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_271.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_271.jpg,0,1,0,30.19031
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_354.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_354.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_354.jpg,0,1,0,30.19022
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_441.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_441.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_441.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_525.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_525.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_525.jpg,0,1,0,30.19032
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_614.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_614.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_614.jpg,0,0.7344951,0,30.12786
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_701.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_701.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_701.jpg,0,0.4699489,0,30.04202
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_788.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_788.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_788.jpg,-0.2,0.2099288,0,29.9663
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_879.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_879.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_879.jpg,-0.2621219,0,0,29.68
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_34_965.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_34_965.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_34_965.jpg,-0.003192302,0,0,29.43844
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_051.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_051.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_051.jpg,0,0,0,29.19834
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_134.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_134.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_134.jpg,0,0,0,28.90425
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_217.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_217.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_217.jpg,0,0.2489994,0,28.81494
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_300.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_300.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_300.jpg,0,0.4987001,0,28.96967
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_382.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_382.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_382.jpg,0,0.4963936,0,29.26935
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_464.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_464.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_464.jpg,0,0.2497212,0,29.37602
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_545.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_545.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_545.jpg,0,0.007926993,0,29.25455
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_625.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_625.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_625.jpg,0,0,0,29.02482
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_705.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_705.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_705.jpg,0,0,0,28.79165
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_784.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_784.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_784.jpg,0,0.2354787,0,28.69552
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_866.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_866.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_866.jpg,0,0.4817632,0,28.83749
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_35_948.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_35_948.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_35_948.jpg,0,0.7274666,0,29.20782
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_028.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_028.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_028.jpg,0,0.9684378,0,29.80473
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_112.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_112.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_112.jpg,0,1,0,30.19022
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_190.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_190.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_190.jpg,0,1,0,30.19032
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_271.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_271.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_271.jpg,0,1,0,30.19027
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_354.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_354.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_354.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_434.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_434.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_434.jpg,0,1,0,30.19029
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_519.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_519.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_519.jpg,0,1,0,30.19027
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_598.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_598.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_598.jpg,0,1,0,30.19031
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_680.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_680.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_680.jpg,0,1,0,30.19031
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_762.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_762.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_762.jpg,0,0.870075,0,30.14833
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_846.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_846.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_846.jpg,0,0.6186117,0,30.08067
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_36_924.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_36_924.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_36_924.jpg,-0.1,0.3815355,0,30.01741
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_006.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_006.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_006.jpg,-0.3,0.1382308,0,29.9089
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_091.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_091.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_091.jpg,-0.3859912,0,0,29.57929
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_168.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_168.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_168.jpg,-0.1560894,0,0,29.33908
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_243.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_243.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_243.jpg,0,0,0,29.09696
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_324.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_324.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_324.jpg,0,0.1190181,0,28.89989
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_400.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_400.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_400.jpg,0,0.347997,0,28.91224
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_476.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_476.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_476.jpg,0,0.5763974,0,29.15005
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_553.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_553.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_553.jpg,0,0.8054044,0,29.60097
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_630.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_630.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_630.jpg,0,1,0,30.06572
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_704.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_704.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_704.jpg,0,1,0,30.19007
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_781.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_781.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_781.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_855.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_855.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_855.jpg,0,1,0,30.19027
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_37_930.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_37_930.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_37_930.jpg,0,1,0,30.19031
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_006.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_006.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_006.jpg,0,1,0,30.19028
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_082.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_082.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_082.jpg,0,0.8829697,0,30.15259
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_156.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_156.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_156.jpg,0,0.6613047,0,30.09311
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_233.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_233.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_233.jpg,0,0.4306144,0,30.04852
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_307.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_307.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_307.jpg,0.15,0.2084016,0,29.97731
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_385.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_385.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_385.jpg,0.35,0,0,29.74709
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_460.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_460.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_460.jpg,0.442265,0,0,29.38505
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_537.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_537.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_537.jpg,0.2103357,0,0,29.13929
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_618.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_618.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_618.jpg,0,0,0,28.89894
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_696.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_696.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_696.jpg,0,0.1140453,0,28.70023
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_775.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_775.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_775.jpg,0,0.3508578,0,28.71706
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_861.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_861.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_861.jpg,0,0.6071416,0,28.97219
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_38_941.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_38_941.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_38_941.jpg,0,0.8464936,0,29.46131
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_026.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_026.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_026.jpg,-0.1,0.5922142,0,29.8893
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_110.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_110.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_110.jpg,-0.3,0.3379285,0,29.98698
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_195.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_195.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_195.jpg,-0.4073006,0.08516848,0,29.77568
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_271.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_271.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_271.jpg,-0.1766385,0,0,29.54896
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_351.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_351.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_351.jpg,0,0,0,29.36658
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_434.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_434.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_434.jpg,0,0,0,29.06403
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_515.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_515.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_515.jpg,-0.2,0,0,28.8207
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_595.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_595.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_595.jpg,-0.2393277,0,0,28.54865
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_676.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_676.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_676.jpg,0,0,0,28.31656
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_756.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_756.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_756.jpg,0,0,0,28.08651
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_837.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_837.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_837.jpg,0,0,0,27.86016
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_913.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_913.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_913.jpg,0,0,0,27.63604
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_39_989.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_39_989.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_39_989.jpg,0,0,0,27.4692
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_40_066.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_40_066.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_40_066.jpg,0,0.2315479,0,27.38818
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_40_140.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_40_140.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_40_140.jpg,0,0.4538862,0,27.52052
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_40_217.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_40_217.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_40_217.jpg,0,0.6844241,0,27.87214
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_40_295.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_40_295.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_40_295.jpg,0,0.9195943,0,28.44177
D:\code\python\homework\behavior-cloning\data\IMG\center_2017_09_09_17_34_40_370.jpg,D:\code\python\homework\behavior-cloning\data\IMG\left_2017_09_09_17_34_40_370.jpg,D:\code\python\homework\behavior-cloning\data\IMG\right_2017_09_09_17_34_40_370.jpg,0,1,0,28.97507
